label,probability
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.6842105263157895,0.3157894736842105]"
0.0,"[0.8228070175438597,0.17719298245614035]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.6824817518248175,0.3175182481751825]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.7,0.3]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9636363636363636,0.03636363636363636]"
1.0,"[0.8050139275766016,0.19498607242339833]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.6708542713567839,0.32914572864321606]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.7614213197969543,0.23857868020304568]"
0.0,"[0.4696969696969697,0.5303030303030303]"
0.0,"[0.8228070175438597,0.17719298245614035]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.8228070175438597,0.17719298245614035]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8228070175438597,0.17719298245614035]"
0.0,"[0.9053084648493543,0.09469153515064563]"
1.0,"[0.5316455696202531,0.46835443037974683]"
0.0,"[0.8342342342342343,0.16576576576576577]"
0.0,"[0.562753036437247,0.43724696356275305]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8228070175438597,0.17719298245614035]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.15625,0.84375]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.927007299270073,0.072992700729927]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.7286063569682152,0.2713936430317848]"
0.0,"[0.8228070175438597,0.17719298245614035]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.562753036437247,0.43724696356275305]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.8461538461538461,0.15384615384615385]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.927007299270073,0.072992700729927]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.8576470588235294,0.1423529411764706]"
1.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.5434782608695652,0.45652173913043476]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.4696969696969697,0.5303030303030303]"
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.562753036437247,0.43724696356275305]"
0.0,"[0.8877551020408163,0.11224489795918367]"
1.0,"[0.7414847161572052,0.25851528384279476]"
1.0,"[0.562753036437247,0.43724696356275305]"
0.0,"[0.9725738396624473,0.027426160337552744]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.7286063569682152,0.2713936430317848]"
0.0,"[0.9852631578947368,0.014736842105263158]"
1.0,"[0.6401273885350318,0.35987261146496813]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.5565749235474006,0.4434250764525994]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.7156398104265402,0.2843601895734597]"
1.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.625,0.375]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.89937106918239,0.10062893081761007]"
1.0,"[0.8273770846870262,0.1726229153129738]"
1.0,"[1.0,0.0]"
0.0,"[0.6708542713567839,0.32914572864321606]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.6401273885350318,0.35987261146496813]"
1.0,"[0.6401273885350318,0.35987261146496813]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.48548812664907653,0.5145118733509235]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.05842791088692728,0.9415720891130728]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9049295774647887,0.09507042253521127]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.7239884393063584,0.27601156069364163]"
1.0,"[0.8575498575498576,0.14245014245014245]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.8962962962962963,0.1037037037037037]"
0.0,"[0.8854019032192751,0.11459809678072484]"
1.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9773071104387292,0.0226928895612708]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9178082191780822,0.0821917808219178]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9087837837837838,0.09121621621621621]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8050139275766016,0.19498607242339833]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.38596491228070173,0.6140350877192983]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.058823529411764705,0.9411764705882353]"
0.0,"[0.6401273885350318,0.35987261146496813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9852631578947368,0.014736842105263158]"
1.0,"[0.3888888888888889,0.6111111111111112]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9773071104387292,0.0226928895612708]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9773071104387292,0.0226928895612708]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.7614213197969543,0.23857868020304568]"
0.0,"[0.9725738396624473,0.027426160337552744]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9773071104387292,0.0226928895612708]"
0.0,"[0.9773071104387292,0.0226928895612708]"
0.0,"[0.89937106918239,0.10062893081761007]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9087837837837838,0.09121621621621621]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.9495798319327731,0.05042016806722689]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.5434782608695652,0.45652173913043476]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.2094240837696335,0.7905759162303665]"
0.0,"[0.9773071104387292,0.0226928895612708]"
0.0,"[0.9773071104387292,0.0226928895612708]"
0.0,"[0.17567567567567569,0.8243243243243243]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.359375,0.640625]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.7777777777777778,0.2222222222222222]"
0.0,"[0.9725738396624473,0.027426160337552744]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.3387096774193548,0.6612903225806451]"
0.0,"[0.89937106918239,0.10062893081761007]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8325837081459271,0.16741629185407297]"
1.0,"[0.8962962962962963,0.1037037037037037]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9725738396624473,0.027426160337552744]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.935064935064935,0.06493506493506493]"
1.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8600770218228498,0.1399229781771502]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8600770218228498,0.1399229781771502]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9725738396624473,0.027426160337552744]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9725738396624473,0.027426160337552744]"
1.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.7142857142857143,0.2857142857142857]"
0.0,"[0.7666666666666667,0.23333333333333334]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.935064935064935,0.06493506493506493]"
1.0,"[1.0,0.0]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9852631578947368,0.014736842105263158]"
1.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9773071104387292,0.0226928895612708]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8335644937586685,0.1664355062413315]"
1.0,"[0.8976545842217484,0.1023454157782516]"
1.0,"[0.8877551020408163,0.11224489795918367]"
0.0,"[0.9061406299713649,0.09385937002863506]"
1.0,"[0.2094240837696335,0.7905759162303665]"
0.0,"[0.7567567567567568,0.24324324324324326]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.43853820598006643,0.5614617940199336]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.7446808510638298,0.2553191489361702]"
1.0,"[0.8571428571428571,0.14285714285714285]"
0.0,"[0.6401273885350318,0.35987261146496813]"
1.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9053084648493543,0.09469153515064563]"
0.0,"[0.8316498316498316,0.16835016835016836]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9049295774647887,0.09507042253521127]"
1.0,"[0.5245283018867924,0.47547169811320755]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.5245283018867924,0.47547169811320755]"
1.0,"[0.8571428571428571,0.14285714285714285]"
0.0,"[0.9087837837837838,0.09121621621621621]"
0.0,"[0.562753036437247,0.43724696356275305]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.1864406779661017,0.8135593220338984]"
0.0,"[0.9053084648493543,0.09469153515064563]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9061406299713649,0.09385937002863506]"
1.0,"[0.06060606060606061,0.9393939393939394]"
0.0,"[0.8225806451612904,0.1774193548387097]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8225806451612904,0.1774193548387097]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.8316498316498316,0.16835016835016836]"
0.0,"[0.45161290322580644,0.5483870967741935]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.7614213197969543,0.23857868020304568]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8050139275766016,0.19498607242339833]"
0.0,"[0.4935064935064935,0.5064935064935064]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.8228070175438597,0.17719298245614035]"
1.0,"[0.765625,0.234375]"
0.0,"[0.7156398104265402,0.2843601895734597]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.7567567567567568,0.24324324324324326]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9061406299713649,0.09385937002863506]"
1.0,"[0.6824817518248175,0.3175182481751825]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8316498316498316,0.16835016835016836]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9426877470355731,0.05731225296442688]"
1.0,"[0.7507645259938838,0.2492354740061162]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.7394636015325671,0.26053639846743293]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.7239884393063584,0.27601156069364163]"
1.0,"[0.3293172690763052,0.6706827309236948]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.8228070175438597,0.17719298245614035]"
0.0,"[0.6401273885350318,0.35987261146496813]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.6401273885350318,0.35987261146496813]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8877551020408163,0.11224489795918367]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9755213055303718,0.024478694469628286]"
